timestamp_utc,model,model_sha256,requested_device,execution_provider,runtime,runtime_version,inference_precision,host_arch,host_os,backend_name,runs,cache_dir,load_seconds,cold_load_seconds,hot_load_seconds,mean_infer_ms,median_infer_ms,p90_infer_ms,model_size_mb,eval_samples,correct,accuracy,max_abs_p_diff,ep_nodes,cpu_nodes,cpu_offload_pct,cpu_offload_ops,power_source,eval_detail,status,requested_provider,resolved_provider,fallback_occurred,provider_attempts,measurement_purpose,execution_profile,graph_role,environment_snapshot_id,model_compilation_provenance_ids,error
2026-07-13T13:59:38Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,GPU,openvino,onnxruntime-openvino,1.24.1,,x64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\build\cache\tsc\gpu,2.29383,2.29383,1.06664,9.30762,9.19615,10.2166,328.565,15,14,0.933333,0.00121714,1,0,0,,battery,scam_0|scam|clean|0.038104|0.036887;scam_1|scam|scam|0.999978|0.999978;scam_2|scam|scam|0.909146|0.909333;scam_3|scam|scam|0.999246|0.999245;scam_4|scam|scam|0.999843|0.999844;scam_5|scam|scam|0.990441|0.990409;scam_6|scam|scam|0.972145|0.972070;scam_7|scam|scam|0.940722|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.013316|0.013057;clean_13|clean|clean|0.000699|0.000701;clean_14|clean|clean|0.001457|0.001439,ok,openvino,openvino,false,"[{""provider"":""openvino"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T14:00:48Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,CPU,openvino,onnxruntime-openvino,1.24.1,,x64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\build\cache\tsc\cpu,1.28233,1.28233,0.743358,191.723,195.96,239.929,328.565,15,14,0.933333,2.42398e-06,1,0,0,,battery,scam_0|scam|clean|0.036888|0.036887;scam_1|scam|scam|0.999978|0.999978;scam_2|scam|scam|0.909333|0.909333;scam_3|scam|scam|0.999245|0.999245;scam_4|scam|scam|0.999844|0.999844;scam_5|scam|scam|0.990409|0.990409;scam_6|scam|scam|0.972069|0.972070;scam_7|scam|scam|0.940431|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.013057|0.013057;clean_13|clean|clean|0.000701|0.000701;clean_14|clean|clean|0.001440|0.001439,ok,openvino,openvino,false,"[{""provider"":""openvino"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T14:01:03Z,fakeaudio,549143bc35c75f7f531dc900a901a5f6c8835d47de3cf833ab2579f8be72dcbb,CPU,openvino,onnxruntime-openvino,1.24.1,,x64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\build\cache\fakeaudio\cpu,2.00444,2.00444,1.28876,111.161,114.141,121.278,127.845,5,3,0.6,3.26919e-07,1,0,0,,battery,deepfake_1|deepfake|deepfake|0.999951|0.999951;deepfake_2|deepfake|deepfake|0.998115|0.998115;real_1|real|deepfake|0.999452|0.999452;real_2|real|deepfake|0.998430|0.998430;real_3|real|real|0.004813|0.004814,ok,openvino,openvino,false,"[{""provider"":""openvino"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T14:29:10Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,GPU,DmlExecutionProvider,onnxruntime-directml,1.25.1,f32,x64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Users\Dobiashi\.cursor\worktrees\whisper-npu-hal\0erm\build\cache\tsc\gpu,0.895481,0.895481,0.548718,61.6737,61.2433,65.7102,328.565,15,14,0.933333,0.000306238,1,0,0,,battery,scam_0|scam|clean|0.036580|0.036887;scam_1|scam|scam|0.999978|0.999978;scam_2|scam|scam|0.909418|0.909333;scam_3|scam|scam|0.999246|0.999245;scam_4|scam|scam|0.999844|0.999844;scam_5|scam|scam|0.990415|0.990409;scam_6|scam|scam|0.971938|0.972070;scam_7|scam|scam|0.940415|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.013069|0.013057;clean_13|clean|clean|0.000700|0.000701;clean_14|clean|clean|0.001440|0.001439,ok,DmlExecutionProvider,DmlExecutionProvider,false,"[{""provider"":""DmlExecutionProvider"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T14:31:03Z,fakeaudio,549143bc35c75f7f531dc900a901a5f6c8835d47de3cf833ab2579f8be72dcbb,GPU,DmlExecutionProvider,onnxruntime-directml,1.24.4,f32,x64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\build\cache\fakeaudio\gpu,1.41864,1.41864,1.98759,124.767,132.355,140.11,127.845,5,3,0.6,1.62457e-07,4,1,20,Resize x1,battery,deepfake_1|deepfake|deepfake|0.999951|0.999951;deepfake_2|deepfake|deepfake|0.998115|0.998115;real_1|real|deepfake|0.999452|0.999452;real_2|real|deepfake|0.998430|0.998430;real_3|real|real|0.004814|0.004814,ok,DmlExecutionProvider,DmlExecutionProvider,false,"[{""provider"":""DmlExecutionProvider"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T14:28:50Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,NPU,QNNExecutionProvider,onnxruntime-qnn,1.27.0,preferred,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\tsc\npu,15.56,15.56,1.30524,19.8586,19.6624,20.1583,328.565,15,14,0.933333,0.0473105,1,0,0,,battery,scam_0|scam|clean|0.022977|0.036887;scam_1|scam|scam|0.999977|0.999978;scam_2|scam|scam|0.899298|0.909333;scam_3|scam|scam|0.999205|0.999245;scam_4|scam|scam|0.999831|0.999844;scam_5|scam|scam|0.986623|0.990409;scam_6|scam|scam|0.971211|0.972070;scam_7|scam|scam|0.893123|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.008864|0.013057;clean_13|clean|clean|0.000695|0.000701;clean_14|clean|clean|0.001793|0.001439,ok,auto,QNNExecutionProvider,false,"[{""provider"":""QNNExecutionProvider"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T14:29:21Z,fakeaudio,549143bc35c75f7f531dc900a901a5f6c8835d47de3cf833ab2579f8be72dcbb,GPU,DmlExecutionProvider,onnxruntime-directml,1.25.1,f32,x64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Users\Dobiashi\.cursor\worktrees\whisper-npu-hal\0erm\build\cache\fakeaudio\gpu,1.34222,1.34222,0.742221,69.8214,72.2826,78.9363,127.845,5,3,0.6,5.94143e-06,4,1,20,Resize x1,battery,deepfake_1|deepfake|deepfake|0.999951|0.999951;deepfake_2|deepfake|deepfake|0.998114|0.998115;real_1|real|deepfake|0.999451|0.999452;real_2|real|deepfake|0.998428|0.998430;real_3|real|real|0.004820|0.004814,ok,DmlExecutionProvider,DmlExecutionProvider,false,"[{""provider"":""DmlExecutionProvider"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T14:38:59Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,GPU,CPUExecutionProvider,onnxruntime,1.27.0,f32,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\tsc\gpu,0.71932,0.71932,0.722068,1773.52,1812.37,2105.14,328.565,15,14,0.933333,1.51995e-06,0,219,100,"Add x8, Cast x4, CumSum x1, Equal x1, Expand x1, FusedGemm x1, FusedMatMul x6, Gather x3, Gelu x6, Gemm x37, MatMul x6, Mul x1, Not x1, Reshape x96, SkipLayerNormalization x13, Softmax x6, Sub x1, Transpose x24, Unsqueeze x2, Where x1",battery,scam_0|scam|clean|0.036888|0.036887;scam_1|scam|scam|0.999978|0.999978;scam_2|scam|scam|0.909333|0.909333;scam_3|scam|scam|0.999245|0.999245;scam_4|scam|scam|0.999844|0.999844;scam_5|scam|scam|0.990409|0.990409;scam_6|scam|scam|0.972070|0.972070;scam_7|scam|scam|0.940432|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.013058|0.013057;clean_13|clean|clean|0.000701|0.000701;clean_14|clean|clean|0.001439|0.001439,ok,auto,CPUExecutionProvider,true,"[{""provider"":""DmlExecutionProvider"",""success"":false,""error"":""ONNX Runtime backend was built without DirectML provider headers; use CPU/NPU""},{""provider"":""openvino:GPU"",""success"":false,""error"":""SessionOptionsAppendExecutionProvider_OpenVINO_V2: Failed to load shared library""},{""provider"":""CPUExecutionProvider"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T14:41:12Z,fakeaudio,549143bc35c75f7f531dc900a901a5f6c8835d47de3cf833ab2579f8be72dcbb,GPU,CPUExecutionProvider,onnxruntime,1.27.0,f32,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\fakeaudio\gpu,0.484155,0.484155,0.529207,1237.68,1226.08,1451.02,127.845,5,3,0.6,3.56809e-08,0,511,100,"Add x41, BatchNormalization x1, Clip x1, Concat x23, Conv x3, Div x1, Flatten x1, FusedGemm x2, FusedMatMul x12, Gelu x13, Gemm x50, GlobalAveragePool x1, LayerNormalization x29, Log x1, MatMul x17, Mul x1, Pad x1, Pow x2, Reshape x151, Resize x1, SkipLayerNormalization x1, Slice x18, Softmax x12, Split x32, Squeeze x36, Transpose x57, Unsqueeze x3",battery,deepfake_1|deepfake|deepfake|0.999951|0.999951;deepfake_2|deepfake|deepfake|0.998115|0.998115;real_1|real|deepfake|0.999452|0.999452;real_2|real|deepfake|0.998430|0.998430;real_3|real|real|0.004814|0.004814,ok,auto,CPUExecutionProvider,true,"[{""provider"":""DmlExecutionProvider"",""success"":false,""error"":""ONNX Runtime backend was built without DirectML provider headers; use CPU/NPU""},{""provider"":""openvino:GPU"",""success"":false,""error"":""SessionOptionsAppendExecutionProvider_OpenVINO_V2: Failed to load shared library""},{""provider"":""CPUExecutionProvider"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T14:52:53Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,CPU,CPUExecutionProvider,onnxruntime,1.27.0,f32,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\tsc\cpu,0.708038,0.708038,0.721882,1850.73,1851.22,2094.47,328.565,15,14,0.933333,1.51995e-06,0,219,100,"Add x8, Cast x4, CumSum x1, Equal x1, Expand x1, FusedGemm x1, FusedMatMul x6, Gather x3, Gelu x6, Gemm x37, MatMul x6, Mul x1, Not x1, Reshape x96, SkipLayerNormalization x13, Softmax x6, Sub x1, Transpose x24, Unsqueeze x2, Where x1",battery,scam_0|scam|clean|0.036888|0.036887;scam_1|scam|scam|0.999978|0.999978;scam_2|scam|scam|0.909333|0.909333;scam_3|scam|scam|0.999245|0.999245;scam_4|scam|scam|0.999844|0.999844;scam_5|scam|scam|0.990409|0.990409;scam_6|scam|scam|0.972070|0.972070;scam_7|scam|scam|0.940432|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.013058|0.013057;clean_13|clean|clean|0.000701|0.000701;clean_14|clean|clean|0.001439|0.001439,ok,auto,CPUExecutionProvider,false,"[{""provider"":""CPUExecutionProvider"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T14:54:56Z,fakeaudio,549143bc35c75f7f531dc900a901a5f6c8835d47de3cf833ab2579f8be72dcbb,CPU,CPUExecutionProvider,onnxruntime,1.27.0,f32,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\fakeaudio\cpu,0.438151,0.438151,0.469291,1135.16,1125.42,1297.86,127.845,5,3,0.6,3.56809e-08,0,511,100,"Add x41, BatchNormalization x1, Clip x1, Concat x23, Conv x3, Div x1, Flatten x1, FusedGemm x2, FusedMatMul x12, Gelu x13, Gemm x50, GlobalAveragePool x1, LayerNormalization x29, Log x1, MatMul x17, Mul x1, Pad x1, Pow x2, Reshape x151, Resize x1, SkipLayerNormalization x1, Slice x18, Softmax x12, Split x32, Squeeze x36, Transpose x57, Unsqueeze x3",battery,deepfake_1|deepfake|deepfake|0.999951|0.999951;deepfake_2|deepfake|deepfake|0.998115|0.998115;real_1|real|deepfake|0.999452|0.999452;real_2|real|deepfake|0.998430|0.998430;real_3|real|real|0.004814|0.004814,ok,auto,CPUExecutionProvider,false,"[{""provider"":""CPUExecutionProvider"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T15:18:46Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,GPU,DmlExecutionProvider,onnxruntime-directml,1.24.4,f32,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\tsc\gpu,1.03859,1.03859,0.950483,97.4528,96.1386,100.97,328.565,15,14,0.933333,1.07501e-06,1,0,0,,battery,scam_0|scam|clean|0.036887|0.036887;scam_1|scam|scam|0.999978|0.999978;scam_2|scam|scam|0.909333|0.909333;scam_3|scam|scam|0.999245|0.999245;scam_4|scam|scam|0.999844|0.999844;scam_5|scam|scam|0.990408|0.990409;scam_6|scam|scam|0.972070|0.972070;scam_7|scam|scam|0.940433|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.013058|0.013057;clean_13|clean|clean|0.000701|0.000701;clean_14|clean|clean|0.001440|0.001439,ok,auto,DmlExecutionProvider,false,"[{""provider"":""DmlExecutionProvider"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T15:18:56Z,fakeaudio,549143bc35c75f7f531dc900a901a5f6c8835d47de3cf833ab2579f8be72dcbb,GPU,DmlExecutionProvider,onnxruntime-directml,1.24.4,f32,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\fakeaudio\gpu,1.17579,1.17579,0.669242,76.2685,77.0266,82.3561,127.845,5,3,0.6,3.56091e-07,4,1,20,Resize x1,battery,deepfake_1|deepfake|deepfake|0.999951|0.999951;deepfake_2|deepfake|deepfake|0.998115|0.998115;real_1|real|deepfake|0.999452|0.999452;real_2|real|deepfake|0.998430|0.998430;real_3|real|real|0.004814|0.004814,ok,auto,DmlExecutionProvider,false,"[{""provider"":""DmlExecutionProvider"",""success"":true,""error"":""""}]",,,,,,
2026-07-13T15:45:50Z,fakeaudio,549143bc35c75f7f531dc900a901a5f6c8835d47de3cf833ab2579f8be72dcbb,NPU,QNNExecutionProvider,onnxruntime-qnn,1.24.4,preferred,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\fakeaudio\npu,18.2424,18.2424,0.88267,126.738,127.273,130.544,127.845,5,4,0.8,0.932525,1,0,0,,battery,deepfake_1|deepfake|deepfake|0.979919|0.999951;deepfake_2|deepfake|deepfake|0.959345|0.998115;real_1|real|deepfake|0.999656|0.999452;real_2|real|real|0.065905|0.998430;real_3|real|real|0.438004|0.004814,ok,auto,QNNExecutionProvider,false,"[{""provider"":""QNNExecutionProvider"",""success"":true,""error"":""""}]",,,,,,
2026-07-14T14:56:49Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,NPU,QNNExecutionProvider,onnxruntime-qnn,1.24.4,preferred,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64\auto\tsc\whole-fp32\npu,16.3632,16.3632,1.29309,19.3765,18.798,20.3036,328.565,15,14,0.933333,0.0473105,1,0,0,,battery,scam_0|scam|clean|0.022977|0.036887;scam_1|scam|scam|0.999977|0.999978;scam_2|scam|scam|0.899298|0.909333;scam_3|scam|scam|0.999205|0.999245;scam_4|scam|scam|0.999831|0.999844;scam_5|scam|scam|0.986623|0.990409;scam_6|scam|scam|0.971211|0.972070;scam_7|scam|scam|0.893123|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.008864|0.013057;clean_13|clean|clean|0.000695|0.000701;clean_14|clean|clean|0.001793|0.001439,ok,auto,QNNExecutionProvider,false,"[{""provider"":""QNNExecutionProvider"",""success"":true,""error"":""""}]",latency,whole-fp32,whole,9633ababa38b9b9be510,f80401068fe900e3fd70,
2026-07-14T14:57:14Z,fakeaudio-bb-fp32,e4623e7ee2f3847b90f99f423bd8fa73168cf5d4a936a3c26433483fdf0752a5,NPU,QNNExecutionProvider,onnxruntime-qnn,1.24.4,preferred,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64\auto\fakeaudio\npu-split-generic\npu,11.1987,11.1987,0.736275,112.615,113.297,114.915,123.676,5,3,0.6,0.000839169,1,0,0,,battery,deepfake_1|deepfake|deepfake|0.999947|0.999951;deepfake_2|deepfake|deepfake|0.998062|0.998115;real_1|real|deepfake|0.999474|0.999452;real_2|real|deepfake|0.998221|0.998430;real_3|real|real|0.005653|0.004814,ok,auto,QNNExecutionProvider,false,"[{""provider"":""QNNExecutionProvider"",""success"":true,""error"":""""}]",latency,npu-split-generic,backbone,9633ababa38b9b9be510,5045a8e045cb345c09e5;737e6c1360c8d027b161,
2026-07-14T14:58:02Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,GPU,DmlExecutionProvider,onnxruntime-directml,1.24.4,f32,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64\auto\tsc\whole-fp32\gpu,0.597253,0.597253,0.603245,85.6496,83.4884,93.6177,328.565,15,14,0.933333,1.07501e-06,1,0,0,,battery,scam_0|scam|clean|0.036887|0.036887;scam_1|scam|scam|0.999978|0.999978;scam_2|scam|scam|0.909333|0.909333;scam_3|scam|scam|0.999245|0.999245;scam_4|scam|scam|0.999844|0.999844;scam_5|scam|scam|0.990408|0.990409;scam_6|scam|scam|0.972070|0.972070;scam_7|scam|scam|0.940433|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.013058|0.013057;clean_13|clean|clean|0.000701|0.000701;clean_14|clean|clean|0.001440|0.001439,ok,auto,DmlExecutionProvider,false,"[{""provider"":""DmlExecutionProvider"",""success"":true,""error"":""""}]",latency,whole-fp32,whole,9633ababa38b9b9be510,baa03866a36458c71fe8,
2026-07-14T14:58:09Z,fakeaudio,549143bc35c75f7f531dc900a901a5f6c8835d47de3cf833ab2579f8be72dcbb,GPU,DmlExecutionProvider,onnxruntime-directml,1.24.4,f32,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64\auto\fakeaudio\whole-fp32\gpu,0.530123,0.530123,0.493787,49.4951,46.7916,61.5469,127.845,5,3,0.6,3.56091e-07,4,1,20,Resize x1,battery,deepfake_1|deepfake|deepfake|0.999951|0.999951;deepfake_2|deepfake|deepfake|0.998115|0.998115;real_1|real|deepfake|0.999452|0.999452;real_2|real|deepfake|0.998430|0.998430;real_3|real|real|0.004814|0.004814,ok,auto,DmlExecutionProvider,false,"[{""provider"":""DmlExecutionProvider"",""success"":true,""error"":""""}]",latency,whole-fp32,whole,9633ababa38b9b9be510,10ee1d83aa803c058dca,
2026-07-14T14:59:20Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,CPU,CPUExecutionProvider,onnxruntime,1.24.4,f32,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64\auto\tsc\whole-fp32\cpu,0.409386,0.409386,0.483823,174.869,134.542,268.943,328.565,15,14,0.933333,1.51995e-06,0,219,100,"Add x8, Cast x4, CumSum x1, Equal x1, Expand x1, FusedGemm x1, FusedMatMul x6, Gather x3, Gelu x6, Gemm x37, MatMul x6, Mul x1, Not x1, Reshape x96, SkipLayerNormalization x13, Softmax x6, Sub x1, Transpose x24, Unsqueeze x2, Where x1",battery,scam_0|scam|clean|0.036888|0.036887;scam_1|scam|scam|0.999978|0.999978;scam_2|scam|scam|0.909333|0.909333;scam_3|scam|scam|0.999245|0.999245;scam_4|scam|scam|0.999844|0.999844;scam_5|scam|scam|0.990409|0.990409;scam_6|scam|scam|0.972070|0.972070;scam_7|scam|scam|0.940432|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.013058|0.013057;clean_13|clean|clean|0.000701|0.000701;clean_14|clean|clean|0.001439|0.001439,ok,auto,CPUExecutionProvider,false,"[{""provider"":""CPUExecutionProvider"",""success"":true,""error"":""""}]",latency,whole-fp32,whole,9633ababa38b9b9be510,efdc385bc6956d69c7b9,
2026-07-14T14:59:31Z,fakeaudio,549143bc35c75f7f531dc900a901a5f6c8835d47de3cf833ab2579f8be72dcbb,CPU,CPUExecutionProvider,onnxruntime,1.24.4,f32,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64\auto\fakeaudio\whole-fp32\cpu,0.357712,0.357712,0.347587,82.4463,70.3588,114.337,127.845,5,3,0.6,1.84126e-08,0,511,100,"Add x41, BatchNormalization x1, Clip x1, Concat x23, Conv x3, Div x1, Flatten x1, FusedGemm x2, FusedMatMul x12, Gelu x13, Gemm x50, GlobalAveragePool x1, LayerNormalization x29, Log x1, MatMul x17, Mul x1, Pad x1, Pow x2, Reshape x151, Resize x1, SkipLayerNormalization x1, Slice x18, Softmax x12, Split x32, Squeeze x36, Transpose x57, Unsqueeze x3",battery,deepfake_1|deepfake|deepfake|0.999951|0.999951;deepfake_2|deepfake|deepfake|0.998115|0.998115;real_1|real|deepfake|0.999452|0.999452;real_2|real|deepfake|0.998430|0.998430;real_3|real|real|0.004814|0.004814,ok,auto,CPUExecutionProvider,false,"[{""provider"":""CPUExecutionProvider"",""success"":true,""error"":""""}]",latency,whole-fp32,whole,9633ababa38b9b9be510,6083a81a45a880beb1c6,
2026-07-14T15:00:38Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,NPU,QNNExecutionProvider,windows-ml,1.24.6,preferred,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64-winml\auto\tsc\whole-fp32\npu,11.5028,11.5028,10.7684,20.8155,20.2178,22.1396,328.565,15,14,0.933333,0.0473105,1,0,0,,battery,scam_0|scam|clean|0.022977|0.036887;scam_1|scam|scam|0.999977|0.999978;scam_2|scam|scam|0.899298|0.909333;scam_3|scam|scam|0.999205|0.999245;scam_4|scam|scam|0.999831|0.999844;scam_5|scam|scam|0.986623|0.990409;scam_6|scam|scam|0.971211|0.972070;scam_7|scam|scam|0.893123|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.008864|0.013057;clean_13|clean|clean|0.000695|0.000701;clean_14|clean|clean|0.001793|0.001439,ok,auto,QNNExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_NPU"",""success"":true,""error"":""""}]",latency,whole-fp32,whole,e495893097432d9a76bf,d0054e139eb7540f5f73,
2026-07-14T15:01:13Z,fakeaudio-bb-fp32,e4623e7ee2f3847b90f99f423bd8fa73168cf5d4a936a3c26433483fdf0752a5,NPU,QNNExecutionProvider,windows-ml,1.24.6,preferred,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64-winml\auto\fakeaudio\npu-split-generic\npu,11.1564,11.1564,10.934,111.216,110.354,113.821,123.676,5,3,0.6,0.000839169,1,0,0,,battery,deepfake_1|deepfake|deepfake|0.999947|0.999951;deepfake_2|deepfake|deepfake|0.998062|0.998115;real_1|real|deepfake|0.999474|0.999452;real_2|real|deepfake|0.998221|0.998430;real_3|real|real|0.005653|0.004814,ok,auto,QNNExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_NPU"",""success"":true,""error"":""""}]",latency,npu-split-generic,backbone,e495893097432d9a76bf,ed78dac085df39c062b8;b0193eabc2739b8e70d5,
2026-07-14T15:02:05Z,tsc,90f2ed1b3f1a469f36e416ceeb6121da8de72152f69c61e5a14865ee045834e0,GPU,DmlExecutionProvider,windows-ml,1.24.6,preferred,arm64,Windows 11 (build 26200),ONNX Runtime (classifier),20,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64-winml\auto\tsc\whole-fp32\gpu,0.691518,0.691518,0.681335,93.425,92.2431,97.9642,328.565,15,14,0.933333,1.07501e-06,1,0,0,,battery,scam_0|scam|clean|0.036887|0.036887;scam_1|scam|scam|0.999978|0.999978;scam_2|scam|scam|0.909333|0.909333;scam_3|scam|scam|0.999245|0.999245;scam_4|scam|scam|0.999844|0.999844;scam_5|scam|scam|0.990408|0.990409;scam_6|scam|scam|0.972070|0.972070;scam_7|scam|scam|0.940433|0.940434;clean_8|clean|clean|0.000001|0.000001;clean_9|clean|clean|0.000002|0.000002;clean_10|clean|clean|0.000003|0.000003;clean_11|clean|clean|0.000003|0.000003;clean_12|clean|clean|0.013058|0.013057;clean_13|clean|clean|0.000701|0.000701;clean_14|clean|clean|0.001440|0.001439,ok,auto,DmlExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_GPU"",""success"":true,""error"":""""}]",latency,whole-fp32,whole,e495893097432d9a76bf,f80d0028fe85cf378eae,
